代號,名稱,開盤,最高,最低,收盤,成交量
'0050,元大台灣50,81.8,82.6,81.8,82.6,7066
'0050N,TW50淨,0,0,0,0,0
'0051,元大中型100,34.13,34.25,34.13,34.25,36
'0051N,TWMC淨,0,0,0,0,0
'0052,富邦科技,52,52.4,52,52.25,43
'0052N,TWIT淨,0,0,0,0,0
'0053,元大電子,36.16,36.39,36.16,36.39,25
'0054,元大台商50,24.49,24.73,24.49,24.73,22
'0055,元大MSCI金融,17.37,17.52,17.31,17.52,34
'0056,元大高股息,26.4,26.62,26.4,26.62,2902
'0057,富邦摩台,50.1,50.5,50.1,50.5,3
'0058,富邦發達,47.48,47.84,47.48,47.84,14
'0059,富邦金融,42.44,42.56,42.44,42.56,6
'0061,元大寶滬深,18.55,18.66,18.51,18.59,1051
'006201,元大富櫃50,14.63,14.7,14.6,14.7,25
'006203,元大MSCI台灣,38.13,38.28,38.13,38.28,16
'006204,永豐臺灣加權,54.8,55,54.8,55,18
'006205,富邦上証,31.02,31.2,30.95,31.18,3038
'006206,元大上證50,30.85,31.19,30.81,31.18,624
'006207,FH滬深,23.74,23.8,23.58,23.69,365
'006208,富邦台50,47.64,48.27,47.64,47.92,44
'00625K,富邦上証+R,6.68,6.72,6.68,6.72,75
'00631L,元大台灣50正2,37.06,37.8,37.06,37.8,3272
'00632R,元大台灣50反1,12.54,12.54,12.44,12.44,114912
'00633L,富邦上証正2,41.64,42.67,41.6,42.67,28192
'00634R,富邦上証反1,7.13,7.14,7.1,7.1,197
'00635U,元大S&P黃金,19.75,19.75,19.72,19.73,381
'00636,國泰中國A50,20.14,20.4,20.14,20.4,4099
'00636K,國泰中國A50+U,6.81,6.85,6.81,6.85,2
'00637L,元大滬深300正2,15.77,16.15,15.77,16.15,103552
'00638R,元大滬深300反1,14.6,14.65,14.43,14.43,131
'00639,富邦深100,11.09,11.17,11.09,11.17,2542
'00640L,富邦日本正2,24.36,24.46,24.31,24.38,1068
'00641R,富邦日本反1,14.35,14.36,14.32,14.36,370
'00642U,元大S&P石油,20.2,20.24,20.13,20.17,941
'00643,群益深証中小,14.97,14.99,14.81,14.91,2214
'00643K,群益深証中小+R,3.18,3.18,3.18,3.18,0
'00645,富邦日本,22.61,22.62,22.57,22.6,132
'00646,元大S&P500,24.6,24.61,24.54,24.54,130
'00647L,元大S&P500正2,31.5,31.75,31.5,31.74,5
'00648R,元大S&P500反1,13.49,13.49,13.42,13.43,357
'00649,FH香港,22,22.18,22,22.13,136
'00650L,FH香港正2,37,37.8,37,37.68,69
'00651R,FH香港反1,8.11,8.11,8.01,8.01,202
'00652,富邦印度,22.95,22.95,22.78,22.82,9
'00653L,富邦印度正2,28.62,28.71,28.27,28.4,321
'00654R,富邦印度反1,14.58,14.69,14.57,14.61,54
'00655L,國泰中國A50正2,30.55,31.33,30.53,31.33,16394
'00656R,國泰中國A50反1,13.65,13.68,13.47,13.47,92
'00657,國泰日經225,27.39,27.42,27.34,27.42,45
'00657K,國泰日經225+U,9.21,9.21,9.21,9.21,1
'00658L,國泰日本正2,35.97,36.22,35.97,36.22,49
'00659R,國泰日本反1,12.73,12.73,12.68,12.69,381
'00660,元大歐洲50,24.75,24.75,24.75,24.75,1
'00661,元大日經225,27.83,27.83,27.83,27.83,0
'00662,富邦NASDAQ,28.87,28.98,28.87,28.98,10
'00663L,國泰臺灣加權正2,35.13,35.79,35.13,35.79,144
'00664R,國泰臺灣加權反1,14.15,14.15,14.02,14.02,5132
'00665L,富邦恒生國企正2,33.5,34.2,33.5,34.17,485
'00666R,富邦恒生國企反1,12.7,12.77,12.69,12.69,36
'00667,元大韓國,24,24.03,24,24.02,44
'00668,國泰美國道瓊,25.74,25.74,25.59,25.74,58
'00668K,國泰美國道瓊+U,8.63,8.63,8.63,8.63,1
'00669R,國泰美國道瓊反1,13.85,13.85,13.79,13.8,240
'00670L,富邦NASDAQ正2,32.68,32.85,32.67,32.82,300
'00671R,富邦NASDAQ反1,14.32,14.32,14.28,14.31,325
'00672L,元大S&P原油正2,23.66,23.73,23.51,23.61,10205
'00673R,元大S&P原油反1,14.87,14.91,14.85,14.9,4155
'00674R,元大S&P黃金反1,19.28,19.32,19.28,19.32,66
'00675L,富邦臺灣加權正2,15.18,15.47,15.18,15.47,514
'00676R,富邦臺灣加權反1,7.67,7.67,7.6,7.6,4904
'00677U,富邦VIX,6.72,6.74,6.7,6.71,31445
'00678,群益NBI生技,21.67,21.74,21.66,21.71,458
'00679B,元大美債20年,36.91,36.91,36.81,36.84,351
'00680L,元大美債20正2,19.26,19.26,19.26,19.26,0
'00681R,元大美債20反1,19.19,19.2,19.19,19.2,1000
'00682U,元大美元指數,18.53,18.53,18.5,18.5,49
'00683L,元大美元指數正2,17.44,17.44,17.39,17.43,824
'00684R,元大美元指數反1,20.63,20.64,20.63,20.63,4
'00685L,群益臺灣加權正2,13.32,13.56,13.32,13.56,36
'00686R,群益臺灣加權反1,8.37,8.37,8.3,8.3,268
'00687B,國泰20年美債,38.4,38.4,38.33,38.34,415
'00688L,國泰20年美債正2,19.2,19.2,19.17,19.19,211
'00689R,國泰20年美債反1,19.49,19.54,19.49,19.49,217
'00690,兆豐藍籌30,22.05,22.29,22.05,22.27,555
'00691R,兆豐藍籌30反1,16.78,16.78,16.69,16.69,11
'00692,富邦公司治理,21.2,21.33,21.2,21.33,808
'00693U,華頓S&P黃豆,19.71,19.71,19.65,19.67,218
'00694B,富邦美債1-3,39.25,39.27,39.25,39.27,300
'00695B,富邦美債7-10,37.9,37.91,37.9,37.91,300
'00696B,富邦美債20年,38.53,38.53,38.5,38.5,306
'00697B,元大美債7-10,37.28,37.28,37.24,37.24,304
'00698L,元大美債7-10正2,17.94,17.94,17.94,17.94,0
'00699R,元大美債7-10反1,20.39,20.39,20.39,20.39,0
'00700,富邦恒生國企,21.66,21.81,21.66,21.73,33
'00701,國泰臺灣低波動30,21.14,21.24,21.14,21.24,140
'00702,國泰標普低波高息,19.97,19.97,19.97,19.97,7
'00703,台新MSCI中國,22.46,22.69,22.4,22.58,958
'00704L,台新MSCI台灣正2,21.6,21.8,21.6,21.8,8
'00705R,台新MSCI台灣反1,18,18.04,17.93,17.93,5
'00706L,元大S&P日圓正2,19.24,19.31,19.24,19.25,125
'00707R,元大S&P日圓反1,19.75,19.86,19.74,19.86,16
'00708L,元大S&P黃金正2,18.51,18.52,18.43,18.43,730
'00709,富邦歐洲,20.31,20.31,20.3,20.3,124
'00710B,FH彭博高收益債,19.87,19.87,19.8,19.8,3
'00711B,FH彭博新興債,18.55,18.55,18.55,18.55,4
'00712,FH富時不動產,18.87,18.87,18.8,18.8,11
'00713,元大台灣高息低波,31.06,31.21,31.06,31.2,60
'00714,群益道瓊美國地產,18.93,18.97,18.93,18.97,11
'00715L,華頓S&P布蘭特正2,31.41,31.46,31.17,31.23,210
'00716R,華頓S&P布蘭特反1,15.1,15.1,15.05,15.09,166
'00717,富邦美國特別股,19.54,19.58,19.54,19.58,417
'00718B,富邦中國政策債,20.67,20.69,20.66,20.66,216
'00719B,元大美債1-3,30.78,30.78,30.65,30.65,406
'00720B,元大投資級公司債,37.97,37.97,37.73,37.73,404
'00721B,元大中國債3-5,47.01,47.05,46.96,47.03,441
'00722B,群益15年IG電信債,38.69,38.79,38.66,38.79,202
'00723B,群益15年IG科技債,37.97,37.97,37.57,37.68,202
'00724B,群益10年IG金融債,36.56,36.61,36.5,36.61,282
'00725B,國泰投資級公司債,39.43,39.43,39.14,39.22,17
'00726B,國泰5Y+新興債,39.3,39.3,39.04,39.05,8
'00727B,國泰1-5Y高收債,41.6,41.6,41.38,41.48,28
'00728,第一金工業30,19.44,19.7,19.4,19.68,749
'00729R,第一金工業30反1,19.39,19.39,19.24,19.24,246
'00730,富邦臺灣優質高息,19.85,19.96,19.85,19.96,188
'00731,FH富時高息低波,50.7,50.9,50.7,50.9,16
'00732,國泰RMB短期報酬,39.71,39.82,39.71,39.82,354
'00733,富邦臺灣中小,20.89,21,20.88,20.94,772
'00734B,台新JPM新興債,20.01,20.05,20,20.05,1456
'00738U,元大道瓊白銀,19.78,19.79,19.74,19.74,445
'008201,BP上證50,99.45,100.6,99.45,100.6,17
'01001T,土銀富邦R1,13.61,13.61,13.61,13.61,109
'01002T,土銀國泰R1,13.7,13.79,13.61,13.79,436
'01003T,兆豐新光R1,14.67,14.67,14.66,14.66,63
'01004T,土銀富邦R2,12.59,12.6,12.59,12.6,58
'01007T,兆豐國泰R2,14.42,14.59,14.4,14.57,542
'03001X,元展01,76,76,76,76,1
'03003X,元展03,97,97,97,97,0
'03004X,元展04,13.6,13.7,13.6,13.7,266
'03005X,元展05,19.2,19.6,19.2,19.6,36
'03006X,元展06,34.3,34.4,34.3,34.4,4
'03007X,元展07,18.3,18.3,18.3,18.3,0
'03009X,元展09,30.7,30.7,30.7,30.7,0
'03010X,元展10,42.9,42.9,42.6,42.6,4
'03012X,元展12,16.9,16.9,16.9,16.9,3
'03013X,元展13,9.7,9.7,9.7,9.7,0
'03014X,元展14,17.6,17.6,17.6,17.6,0
'03015X,元展15,18.7,18.8,18.7,18.8,7
'03016X,元展16,3.78,3.78,3.78,3.78,0
'03017X,元展17,2.85,2.85,2.85,2.85,0
'03018X,元展18,3.81,3.81,3.81,3.81,0
'03019X,元展19,4,4,4,4,15
'03020X,元展20,3.35,3.35,3.35,3.35,0
'03021X,元展21,18.5,18.8,18.5,18.8,9
'03022X,富展01,22.4,22.4,22.4,22.4,1
'03023X,富展02,17.7,17.7,17.7,17.7,0
'03024X,富展03,55,55,55,55,0
'03025X,元展22,26.1,26.1,26.1,26.1,7
'03026X,元展23,5.25,5.25,5.25,5.25,4
'03027X,元展24,9.25,9.3,9.25,9.3,8
'03028X,元展25,32.4,32.8,32.4,32.8,4
'03029X,元展26,16.6,16.8,16.6,16.8,48
'03032X,元展29,4.82,4.82,4.82,4.82,8
'03033X,元展30,13.5,13.5,13.4,13.4,16
'03035X,元展32,8.2,8.2,8.2,8.2,0
'03038X,元展35,8.2,8.2,8.2,8.2,1
'03039X,元展36,6.2,6.2,6.2,6.2,0
'03040X,元展37,8.75,8.75,8.75,8.75,0
'03044X,元展41,8.95,8.95,8.95,8.95,0
'03046X,元展43,4.74,4.87,4.74,4.87,35
'03047X,元展44,12.9,12.9,12.9,12.9,0
'03049X,元展46,3.78,3.78,3.78,3.78,24
'03050X,元展47,2.61,2.67,2.6,2.67,789
'03051X,元展48,17.6,17.6,17.6,17.6,0
'03052X,元展49,21.6,21.9,21.6,21.9,5
'03053X,元展50,7.4,7.4,7.4,7.4,0
'03054X,元展51,12.9,12.9,12.8,12.8,6
'03055X,元展52,14.1,14.1,14.1,14.1,0
'03058X,元展53,44.6,44.6,44.6,44.6,1
'03059X,元展54,15.2,15.2,15.2,15.2,1
'03060X,元展55,18.4,18.4,18.4,18.4,0
'03061X,元展56,34,34,34,34,0
'03063X,元展58,45.4,45.4,45.4,45.4,1
'03064X,元展59,8.4,8.4,8.4,8.4,4
'03065X,元展60,33,33,33,33,0
'03066X,元展61,9.5,9.5,9.5,9.5,0
'03068X,元展63,99,99,99,99,0
'03069X,元展64,10.9,10.9,10.9,10.9,14
'03071X,元展66,23.3,23.3,23.3,23.3,0
'03072X,元展67,4.76,4.76,4.76,4.76,0
'03073X,元展68,47.9,47.9,47.9,47.9,0
'03074X,元展69,9.8,9.8,9.8,9.8,0
'03075X,元展70,9.1,9.1,9.1,9.1,0
'03076X,元展71,20,20,20,20,0
'03077X,元展72,10.8,10.8,10.8,10.8,0
'03078X,元展73,23.4,23.4,23.4,23.4,0
'03080X,元展75,25.3,25.5,25.3,25.5,2
'03081X,元展76,15.7,15.7,15.3,15.3,7
'03082X,富展04,10.2,10.2,10.2,10.2,0
'03083X,元展77,35.5,35.5,35.5,35.5,0
'03085X,元展79,10.1,10.1,10.1,10.1,0
'03086X,元展80,4.16,4.16,4.16,4.16,0
'03087X,元展81,32.9,32.9,32.9,32.9,6
'03088X,元展82,19.3,19.3,19.3,19.3,0
'03089X,元展83,13.5,13.5,13.5,13.5,17
'03090X,元展84,12.6,12.6,12.6,12.6,0
'03091X,元展85,14.4,14.4,14.4,14.4,0
'03092X,元展86,16.2,16.2,16.2,16.2,0
'03093X,永豐金元大61展01,8,8,8,8,0
'03094X,大立光元大68展08,20.1,21.5,20.1,21.4,286
'03095X,佳世達元大6B展02,15.6,15.6,15.6,15.6,0
'03337B,臺股指元富79熊02,1.54,1.54,1.44,1.45,1243
'03338B,臺股指元富76熊06,1.95,1.95,1.78,1.78,717
'03339B,臺股指元富76熊07,0.98,0.98,0.91,0.91,621
'03340B,臺股指元大76熊20,1.03,1.03,0.94,0.94,2252
'03341B,臺股指元大79熊03,1.69,1.69,1.59,1.59,3535
'03342B,臺股指兆豐78熊07,2.01,2.01,2.01,2.01,0
'03343B,臺股指元大7A熊01,2.23,2.23,2.15,2.15,90
'03344B,金融類元大76熊03,1.68,1.68,1.68,1.68,5
'03345B,金融類元大79熊03,2.5,2.5,2.46,2.46,11
'03346B,臺股指元大7B熊01,2.49,2.49,2.37,2.37,187
'03347B,臺股指元大79熊04,1.48,1.48,1.39,1.39,1224
'03348B,臺股指元大79熊26,2.05,2.05,1.99,1.99,140
'03349B,臺股指元大79熊27,4.17,4.17,4.03,4.03,11
'03350B,臺股指元大7C熊01,2.32,2.32,2.23,2.23,40
'03351B,金融類元大7C熊01,2.57,2.57,2.57,2.57,0
'03352B,臺股指凱基79熊12,1.53,1.53,1.53,1.53,10
'03353B,臺股指元大7A熊10,3.33,3.33,3.16,3.16,332
'03354B,臺股指元大81熊01,1.9,1.9,1.8,1.8,1368
'03498C,臺股指元大76牛01,2.23,2.26,2.23,2.26,28
'03500C,臺股指元大76牛02,4.54,4.54,4.54,4.54,0
'03508C,玉山金元富77牛01,14,14,14,14,0
'03521C,臺股指元大76牛03,3.77,3.77,3.77,3.77,1
'03526C,滬深2X元富77牛01,2.76,3.09,2.76,3.06,2755
'03536C,臺股指元富79牛01,1.65,1.72,1.65,1.72,715
'03538C,臺股指元富76牛05,1.91,1.91,1.91,1.91,0
'03539C,T50反1元富81牛01,2.01,2.01,2.01,2.01,30
'03540C,臺股指兆豐78牛06,1.17,1.17,1.17,1.17,0
'03542C,臺股指元大76牛21,1.95,1.95,1.95,1.95,0
'03543C,臺股指元大83牛01,2.08,2.16,2.08,2.16,97
'03544C,臺股指元大84牛01,1.97,2.07,1.97,2.07,396
'03545C,滬深2X元富84牛01,4.12,4.3,4.1,4.3,879
'03546C,金融類元大84牛01,2.89,2.89,2.89,2.89,5
'03547C,上証2X元富81牛01,4.62,4.65,4.61,4.65,12
'03548C,臺股指凱基81牛01,1.74,1.74,1.74,1.74,0
'03549C,南亞元富7B牛01,43,43.1,42.9,42.9,3000
'03917P,大立光群益76售03,0.01,0.01,0.01,0.01,1
'03965P,大立光群益76售05,0.01,0.01,0.01,0.01,60
'03978P,大立光元大76售02,0.02,0.03,0.02,0.03,501
'03979P,大立光元大76售04,0.74,0.74,0.74,0.74,10
'03985P,大立光群益76售06,2.54,2.54,2.54,2.54,0
'03986P,大立光群益76售07,3.67,3.67,3.67,3.67,0
'03995P,大立光永豐76售01,0.15,0.15,0.15,0.15,0
'03996P,大立光永豐76售02,0.61,0.61,0.61,0.61,0
'04007P,大立光元大76售01,0.01,0.01,0.01,0.01,0
'04008P,大立光元大76售03,0.3,0.3,0.29,0.29,205
'04009P,大立光元大76售05,0.96,0.97,0.96,0.97,16
'04028P,大立光凱基76售04,1.72,1.72,1.7,1.71,50
'04029P,大立光凱基76售05,0.91,0.91,0.91,0.91,0
'04030P,大立光凱基76售08,0.15,0.15,0.15,0.15,0
'04031P,大立光凱基76售09,0.01,0.01,0.01,0.01,0
'04036P,大立光中信76售02,0.04,0.04,0.04,0.04,0
'04046P,大立光兆豐76售03,1.5,1.5,1.5,1.5,0
'04047P,大立光兆豐76售04,1.64,1.64,1.64,1.64,0
'04051P,大立光元大76售11,3.15,3.15,3.15,3.15,0
'04060P,大立光群益76售10,0.36,0.36,0.36,0.36,0
'04061P,大立光群益76售11,0.46,0.46,0.46,0.46,0
'04062P,大立光群益76售12,1.5,1.5,1.5,1.5,0
'04063P,大立光群益76售13,1.59,1.59,1.59,1.59,0
'04064P,大立光群益77售05,0.18,0.18,0.15,0.17,275
'04065P,大立光群益77售06,1.2,1.2,1.14,1.14,26
'04066P,大立光群益77售07,1.68,1.7,1.68,1.7,31
'04144P,鴻海永昌77售03,4.45,4.45,4.45,4.45,0
'04682P,大同中信76售01,0.01,0.01,0.01,0.01,0
'04849P,上証反凱基79售01,0.47,0.47,0.47,0.47,0
'05041P,臺股指元大79售01,0.19,0.2,0.19,0.19,211
'05042P,金融類元大79售01,0.09,0.09,0.09,0.09,0
'05117P,中壽富邦76售02,0.01,0.01,0.01,0.01,0
'05123P,創意元富76售01,0.01,0.01,0.01,0.01,0
'05124P,矽力元富76售02,0.07,0.07,0.07,0.07,0
'05182P,瑞昱元大76售02,0.04,0.04,0.04,0.04,0
'05278P,華邦電中信76售01,0.1,0.1,0.1,0.1,0
'05334P,華邦電中信76售02,1.07,1.07,0.98,0.98,34
'05343P,晶豪科元大76售01,0.34,0.34,0.33,0.33,655
'05402P,臺股指統一76售01,0.01,0.01,0.01,0.01,330
'05403P,臺股指統一76售02,0.05,0.05,0.05,0.05,0
'05404P,華邦電群益76售01,2.65,2.65,2.65,2.65,10
'05407P,今國光群益76售01,1.82,1.82,1.82,1.82,0
'05411P,今國光國泰76售01,0.94,0.94,0.94,0.94,0
'05422P,台積電永昌76售02,1.42,1.42,1.42,1.42,66
'05504P,大立光國泰77售02,2.06,2.06,2.06,2.06,0
'05505P,大立光國泰7A售02,3.17,3.17,3.12,3.15,8
'05506P,康控國泰76售02,0.31,0.31,0.31,0.31,0
'05507P,大立光富邦76售04,2.25,2.25,2.25,2.25,0
'05508P,大立光富邦76售05,1.72,1.72,1.72,1.72,0
'05509P,大立光富邦78售04,3.06,3.06,3.06,3.06,1
'05510P,大立光富邦78售05,1.86,1.89,1.82,1.86,200
'05559P,台積電兆豐77售02,0.67,0.67,0.57,0.57,25
'05562P,晶電中信77售02,0.47,0.47,0.47,0.47,0
'05563P,聯發科台新77售02,0.79,0.79,0.79,0.79,0
'05601P,華擎群益76售01,0.05,0.05,0.05,0.05,3000
'05624P,晶電群益76售03,1,1,1,1,0
'05625P,奇力新群益76售01,0.01,0.01,0.01,0.01,0
'05626P,奇美材群益76售01,1.52,1.52,1.52,1.52,0
'05627P,華東群益76售01,0.38,0.38,0.38,0.38,0
'05635P,宏達電台新77售01,0.67,0.67,0.67,0.67,0
'05648P,GIS兆豐77售01,1.22,1.22,1.22,1.22,0
'05649P,華邦電台新76售01,1.45,1.45,1.45,1.45,0
'05651P,晶電中信77售03,1.47,1.47,1.47,1.47,0
'05659P,美律富邦76售02,1.89,1.89,1.89,1.89,0
'05660P,力成富邦76售02,0.25,0.25,0.25,0.25,0
'05661P,訊芯群益76售01,0.01,0.01,0.01,0.01,0
'05662P,鴻海兆豐76售03,0.17,0.17,0.17,0.17,0
'05663P,華邦電兆豐76售02,0.94,0.94,0.94,0.94,1
'05664P,儒鴻元大76售01,0.03,0.03,0.03,0.03,0
'05676P,晶電富邦77售02,2.1,2.1,2.1,2.1,0
'05683P,友達元大76售01,0.05,0.05,0.05,0.05,0
'05688P,群創永昌76售01,0.54,0.54,0.54,0.54,0
'05689P,華通國泰76售03,1.86,1.86,1.86,1.86,0
'05690P,華通國泰78售02,1.37,1.37,1.36,1.36,420
'05695P,聯鈞日盛76售01,0.16,0.16,0.16,0.16,200
'05697P,儒鴻群益76售01,0.05,0.05,0.05,0.05,0
'05698P,華邦電群益76售02,2.62,2.62,2.62,2.62,0
'05701P,大立光中信78售01,2.86,2.86,2.86,2.86,0
'05702P,大立光中信79售02,5.65,5.65,5.65,5.65,0
'05704P,大立光統一76售03,1.54,1.54,1.54,1.54,0
'05710P,GIS元大76售01,0.72,0.72,0.72,0.72,0
'05714P,GIS國泰76售01,0.99,0.99,0.99,0.99,0
'05715P,GIS國泰76售03,0.8,0.8,0.8,0.8,0
'05716P,大立光富邦76售08,2.66,2.66,2.66,2.66,1
'05721P,聯發科元大76售01,0.01,0.01,0.01,0.01,598
'05729P,美律富邦77售01,1.33,1.33,1.33,1.33,0
'05774P,鴻海台新78售02,1.57,1.57,1.57,1.57,0
'05790P,華通中信77售01,1.25,1.25,1.16,1.16,12
'05792P,臺股指統一76售03,0.02,0.02,0.02,0.02,0
'05793P,臺股指統一76售04,0.05,0.05,0.05,0.05,0
'05794P,臺股指統一76售05,0.14,0.14,0.14,0.14,0
'05801P,京鼎國泰76售02,0.64,0.64,0.64,0.64,0
'05809P,上銀群益76售06,0.01,0.01,0.01,0.01,0
'05813P,鴻海元大78售01,1.2,1.2,1.2,1.2,110
'05827P,上証2X富邦76售02,2.45,2.45,2.45,2.45,10
'05828P,滬深2X富邦76售02,2.63,2.63,2.63,2.63,0
'05829P,鴻海富邦76售02,2.4,2.4,2.4,2.4,0
'05830P,宏碁富邦76售03,0.09,0.09,0.09,0.09,0
'05831P,宏達電富邦76售01,0.29,0.29,0.29,0.29,150
'05832P,群創元富76售01,0.92,0.92,0.92,0.92,0
'05870P,可成兆豐76售02,0.23,0.23,0.23,0.23,130
'05871P,聯發科富邦76售04,0.63,0.63,0.63,0.63,1
'05876P,T50反1元大79售01,0.84,0.86,0.83,0.86,1411
'05888P,GIS中信76售02,0.46,0.46,0.46,0.46,45
'05889P,台積電統一78售02,3.74,3.74,3.63,3.63,165
'05898P,聯發科中信77售01,0.49,0.49,0.49,0.49,0
'05905P,嘉聯益國泰77售01,0.01,0.05,0.01,0.01,330
'05906P,儒鴻富邦77售02,0.07,0.07,0.07,0.07,0
'05910P,上銀群益77售01,0.01,0.01,0.01,0.01,0
'05913P,創意群益77售01,0.2,0.2,0.2,0.2,60
'05914P,大立光中信77售03,3.22,3.22,3.22,3.22,0
'05919P,上銀統一77售03,0.02,0.02,0.02,0.02,0
'05920P,大立光玉山78售01,0.24,0.24,0.24,0.24,30
'05922P,大立光富邦79售01,1.81,1.81,1.81,1.81,30
'05926P,TPK群益77售01,0.99,0.99,0.99,0.99,0
'05928P,台積電兆豐78售02,0.25,0.25,0.25,0.25,28
'05929P,GIS兆豐78售01,1.43,1.43,1.43,1.43,3
'05930P,鴻海兆豐77售04,1.85,1.89,1.83,1.87,452
'05932P,可成兆豐78售01,0.14,0.14,0.14,0.14,0
'05935P,台積電永昌77售03,1.32,1.32,1.32,1.32,0
'059368,台積電統一78購01,2.98,3.15,2.98,3.12,74
'05936P,旺宏中信78售01,0.26,0.26,0.26,0.26,0
'05937P,聯發科中信77售02,0.01,0.01,0.01,0.01,0
'05947P,鴻海元大77售01,1.57,1.57,1.57,1.57,0
'05953P,聯發科富邦77售02,0.47,0.47,0.47,0.47,5
'05954P,旺宏群益76售06,0.03,0.03,0.03,0.03,0
'05955P,上銀兆豐77售01,0.04,0.04,0.04,0.04,0
'05956P,鴻海凱基76售03,1.28,1.28,1.28,1.28,0
'05957P,鴻海凱基76售04,0.8,0.8,0.8,0.8,0
'05958P,美律凱基76售02,0.68,0.68,0.68,0.68,0
'05959P,T50正2日盛7A售01,0.3,0.3,0.24,0.24,1394
'05960P,上銀元富76售01,0.01,0.01,0.01,0.01,0
'05961P,GIS元富76售02,1.08,1.08,1.08,1.08,0
'05962P,全新統一76售01,0.01,0.01,0.01,0.01,51
'05963P,儒鴻中信76售02,0.02,0.02,0.02,0.02,0
'05964P,鴻海中信76售02,0.76,0.76,0.76,0.76,0
'05965P,台積電富邦76售02,0.1,0.1,0.1,0.1,0
'05966P,可成元大76售01,0.02,0.02,0.02,0.02,0
'05967P,景碩元大76售02,0.08,0.08,0.08,0.08,0
'05968P,台郡元大76售02,0.63,0.63,0.63,0.63,0
'05969P,台積電第一79售01,0.79,0.79,0.79,0.79,0
'05970P,台郡國票76售01,0.69,0.69,0.69,0.69,0
'05971P,國喬元富76售02,0.02,0.02,0.02,0.02,0
'05972P,華通國泰77售06,0.85,0.85,0.84,0.84,135
'05973P,創意國泰77售01,0.26,0.26,0.23,0.24,266
'05974P,大同群益76售01,0.01,0.01,0.01,0.01,0
'05975P,聯發科中信76售03,0.02,0.02,0.02,0.02,0
'05976P,中石化元大76售03,0.81,0.81,0.81,0.81,0
'05977P,台光電元大76售01,0.13,0.13,0.13,0.13,0
'05978P,嘉澤元大76售01,0.02,0.02,0.02,0.02,0
'05979P,新唐元大76售01,0.02,0.02,0.02,0.02,0
'05980P,台光電凱基76售02,0.68,0.68,0.68,0.68,20
'05981P,凌陽凱基76售02,0.31,0.31,0.31,0.31,0
'05982P,欣興凱基76售02,0.1,0.1,0.1,0.1,0
'05983P,景碩凱基76售02,0.41,0.41,0.41,0.41,0
'05984P,和碩凱基76售02,0.1,0.1,0.1,0.1,0
'05985P,台郡凱基76售03,1.29,1.29,1.29,1.29,0
'05986P,啟碁元富76售01,1.04,1.04,1.04,1.04,0
'05987P,儒鴻兆豐77售03,0.01,0.01,0.01,0.01,0
'05988P,聯發科兆豐76售03,0.01,0.01,0.01,0.01,0
'05989P,上銀富邦77售02,0.1,0.1,0.1,0.1,0
'05990P,華通富邦77售02,1.52,1.52,1.52,1.52,0
'05991P,鴻海富邦76售06,0.62,0.62,0.62,0.62,0
'05992P,智邦富邦77售01,0.91,0.91,0.91,0.91,0
'05993P,聯發科富邦76售06,0.1,0.1,0.1,0.1,0
'05994P,可成富邦76售03,0.05,0.05,0.05,0.05,0
'05995P,創意富邦76售02,0.09,0.09,0.09,0.09,0
'05996P,儒鴻群益77售01,0.04,0.04,0.04,0.04,0
'05997P,可成群益76售05,0.05,0.05,0.05,0.05,0
'05998P,長榮群益76售01,0.22,0.22,0.22,0.22,0
'05999P,鴻海兆豐78售02,0.84,0.84,0.84,0.84,2
'06000P,GIS兆豐76售02,0.12,0.12,0.12,0.12,0
'06001P,奇鋐凱基76售02,0.17,0.18,0.17,0.18,50
'06002P,亞光凱基76售04,0.1,0.1,0.1,0.1,0
'06003P,GIS凱基76售01,0.16,0.16,0.16,0.16,0
'06004P,葡萄王中信76售02,0.02,0.02,0.02,0.02,0
'06005P,T50反1元大79售02,1.02,1.02,1.02,1.02,0
'06006P,華通元大76售03,0.48,0.48,0.48,0.48,0
'06007P,鴻海元大76售07,0.17,0.17,0.16,0.16,14
'06008P,台積電元大76售03,0.04,0.04,0.04,0.04,0
'06009P,亞光元大76售01,0.23,0.23,0.23,0.23,0
'06010P,亞光元大77售01,0.46,0.46,0.46,0.46,0
'06011P,儒鴻元富76售02,0.04,0.04,0.04,0.04,0
'06012P,長榮統一76售01,0.44,0.45,0.44,0.45,20
'06013P,友達富邦77售02,0.15,0.15,0.15,0.15,15
'06014P,國泰金富邦76售03,0.13,0.13,0.13,0.13,0
'06015P,聯發科群益76售04,0.05,0.05,0.05,0.05,0
'06016P,智原群益76售02,0.04,0.04,0.04,0.04,0
'06017P,台郡群益76售02,0.88,0.88,0.88,0.88,0
'06018P,GIS群益76售04,0.6,0.6,0.6,0.6,0
'06019P,T50正2統一79售01,0.17,0.17,0.17,0.17,900
'06020P,上証2X元富76售02,1.01,1.01,1.01,1.01,0
'06021P,聯電元富76售01,0.04,0.04,0.04,0.04,0
'06022P,宏碁凱基76售01,0.02,0.02,0.02,0.02,0
'06023P,緯創凱基76售02,0.1,0.1,0.1,0.1,0
'06024P,隆達凱基76售01,1.67,1.67,1.67,1.67,60
'06025P,上銀元大77售02,0.01,0.01,0.01,0.01,0
'06026P,旺宏元大76售05,0.03,0.03,0.03,0.03,0
'06027P,奇力新元大76售01,0.01,0.01,0.01,0.01,0
